org_text,clean_text,start_time,signer_id,signer,start,end,file,label,height,fps,end_time,url,text,box,width,review,url_id
French Fries,france fries,140.207,203,-1,4202,4300,BU ASL VocabKitchen and Food,526,360,29.97,143.477,https://www.youtube.com/watch?v=D9wjtk3SKFM,france fries,"[0.011364310979843001, 0.19143345952033902, 0.9979554414749141, 0.8173551559448241]",640,,3301
Ketchup,ketchup,146.013,203,-1,4376,4483,BU ASL VocabKitchen and Food,806,360,29.97,149.583,https://www.youtube.com/watch?v=D9wjtk3SKFM,ketchup,"[0.007842123508453001, 0.198801726102828, 1.0, 0.8093878030776971]",640,,3301
eat,eat,0.0,69,34,0,98,How to sign Eat - ASL Vocabulary Series,3,360,30.0,3.267,https://www.youtube.com/watch?v=Gh3mZxIjKFE,eat,"[0.0, 0.21279716491699202, 1.0, 0.8066989183425901]",480,,3302
PREGNANT-[late-stage-of-pregnancy],pregnant,0.0,0,0,0,79,PREGNANT-late-stage-of-pregnancy,317,720,29.97,2.636,https://www.youtube.com/watch?v=h5taRMjdtlA,pregnant,"[0.019126117229461, 0.26904934644699, 1.0, 0.750268042087554]",1280,,3303
i understand,understand,0.0,152,98,0,39,I understand - Asl,60,272,25.0,1.56,https://www.youtube.com/watch?v=0rvt_d1tXJk,understand,"[0.118773251771926, 0.160383448004722, 1.0, 0.47582453489303506]",480,,3304
SKIRT,skirt,0.0,96,15,0,50,SKIRT(1),506,360,29.97,1.668,https://www.youtube.com/watch?v=Pw_zY1ET0FI,skirt,"[0.0, 0.20648002624511702, 1.0, 0.7239278554916381]",636,,3305
Hello,hello,11.578,330,-1,347,381,ASL Numbers 1 10   Arkansas School for the Deaf,0,360,29.97,12.713,https://www.youtube.com/watch?v=gU5EI_ZTzxw,hello,"[0.146919876337051, 0.15721783041954002, 0.871647596359252, 0.8532528877258301]",480,,3306
One,one,17.017,330,-1,510,568,ASL Numbers 1 10   Arkansas School for the Deaf,321,360,29.97,18.952,https://www.youtube.com/watch?v=gU5EI_ZTzxw,one,"[0.179466634988784, 0.22350826859474102, 0.857060432434082, 0.886667490005493]",480,,3306
Two,two,19.152,330,-1,574,633,ASL Numbers 1 10   Arkansas School for the Deaf,342,360,29.97,21.121,https://www.youtube.com/watch?v=gU5EI_ZTzxw,two,"[0.169133961200714, 0.21108320355415303, 0.860081493854522, 0.876804709434509]",480,,3306
Three,three,21.221,330,-1,636,691,ASL Numbers 1 10   Arkansas School for the Deaf,438,360,29.97,23.056,https://www.youtube.com/watch?v=gU5EI_ZTzxw,three,"[0.16967105865478502, 0.213214427232742, 0.8582318425178521, 0.8706254959106441]",480,,3306
Four,four,23.123,330,-1,693,721,ASL Numbers 1 10   Arkansas School for the Deaf,533,360,29.97,24.057,https://www.youtube.com/watch?v=gU5EI_ZTzxw,four,"[0.17471680045127802, 0.20579445362091, 0.854543924331665, 0.8746232986450191]",480,,3306
Five,five,24.291,330,-1,728,757,ASL Numbers 1 10   Arkansas School for the Deaf,618,360,29.97,25.259,https://www.youtube.com/watch?v=gU5EI_ZTzxw,five,"[0.175401031970977, 0.20891672372817902, 0.857760071754455, 0.8745287656784051]",480,,3306
Six,six,25.492,330,-1,764,823,ASL Numbers 1 10   Arkansas School for the Deaf,524,360,29.97,27.461,https://www.youtube.com/watch?v=gU5EI_ZTzxw,six,"[0.172412991523742, 0.18995535373687703, 0.8598241806030271, 0.8769099712371821]",480,,3306
Seven,seven,27.594,330,-1,827,856,ASL Numbers 1 10   Arkansas School for the Deaf,439,360,29.97,28.562,https://www.youtube.com/watch?v=gU5EI_ZTzxw,seven,"[0.17759433388710003, 0.190072268247604, 0.8592429161071771, 0.8788071274757381]",480,,3306
Nine,nine,30.697,330,-1,920,948,ASL Numbers 1 10   Arkansas School for the Deaf,494,360,29.97,31.632,https://www.youtube.com/watch?v=gU5EI_ZTzxw,nine,"[0.17117565870285, 0.19547289609909002, 0.8609988689422601, 0.8737404942512511]",480,,3306
Again,again,33.433,330,-1,1002,1030,ASL Numbers 1 10   Arkansas School for the Deaf,26,360,29.97,34.368,https://www.youtube.com/watch?v=gU5EI_ZTzxw,again,"[0.16806590557098303, 0.132786691188812, 0.87772649526596, 0.8861929178237911]",480,,3306
One,one,35.569,330,-1,1066,1119,ASL Numbers 1 10   Arkansas School for the Deaf,321,360,29.97,37.337,https://www.youtube.com/watch?v=gU5EI_ZTzxw,one,"[0.18286293745040802, 0.22932755947113, 0.8551166653633111, 0.882076680660247]",480,,3306
Two,two,37.404,330,-1,1121,1173,ASL Numbers 1 10   Arkansas School for the Deaf,342,360,29.97,39.139,https://www.youtube.com/watch?v=gU5EI_ZTzxw,two,"[0.182553082704544, 0.21973863244056702, 0.8541343212127681, 0.8740324974060051]",480,,3306
Three,three,39.206,330,-1,1175,1225,ASL Numbers 1 10   Arkansas School for the Deaf,438,360,29.97,40.874,https://www.youtube.com/watch?v=gU5EI_ZTzxw,three,"[0.185034811496734, 0.212295889854431, 0.85559332370758, 0.8746712207794191]",480,,3306
Six,six,42.91,330,-1,1286,1340,ASL Numbers 1 10   Arkansas School for the Deaf,524,360,29.97,44.711,https://www.youtube.com/watch?v=gU5EI_ZTzxw,six,"[0.17831984162330602, 0.20435780286788902, 0.8577138781547541, 0.8737499713897701]",480,,3306
Seven,seven,44.778,330,-1,1342,1364,ASL Numbers 1 10   Arkansas School for the Deaf,439,360,29.97,45.512,https://www.youtube.com/watch?v=gU5EI_ZTzxw,seven,"[0.17561000585556003, 0.199605673551559, 0.8556432723999021, 0.8712899684906]",480,,3306
22,22,0.0,0,0,0,57,22,620,360,25.0,2.28,https://www.youtube.com/watch?v=jj9yhhGaaZc,22,"[0.125969320535659, 0.219762325286865, 0.8616899251937861, 0.8221906423568721]",480,,3307
Excuse me,excuse me,3.971,94,2,119,166,Numbers 1 - 10 and WH - question signs,471,360,29.97,5.539,https://www.youtube.com/watch?v=GCMo9e9GOWs,excuse me,"[0.18244782090187, 0.148277848958969, 1.0, 0.7258479595184321]",640,,3308
Number(s),number,6.673,94,2,200,241,Numbers 1 - 10 and WH - question signs,262,360,29.97,8.041,https://www.youtube.com/watch?v=GCMo9e9GOWs,number,"[0.15958002209663302, 0.086260318756103, 0.9991518855094911, 0.718299865722656]",640,,3308
One,one,8.709,94,2,261,287,Numbers 1 - 10 and WH - question signs,321,360,29.97,9.576,https://www.youtube.com/watch?v=GCMo9e9GOWs,one,"[0.154680401086807, 0.167654424905776, 1.0, 0.683030128479003]",640,,3308
Two,two,9.776,94,2,293,319,Numbers 1 - 10 and WH - question signs,342,360,29.97,10.644,https://www.youtube.com/watch?v=GCMo9e9GOWs,two,"[0.15099003911018302, 0.176840275526046, 1.0, 0.678336024284362]",640,,3308
Three,three,10.777,94,2,323,346,Numbers 1 - 10 and WH - question signs,438,360,29.97,11.545,https://www.youtube.com/watch?v=GCMo9e9GOWs,three,"[0.152325689792633, 0.18873608112335202, 1.0, 0.671027481555938]",640,,3308
Four,four,12.112,94,2,363,389,Numbers 1 - 10 and WH - question signs,533,360,29.97,12.98,https://www.youtube.com/watch?v=GCMo9e9GOWs,four,"[0.15220484137535, 0.18343110382556901, 1.0, 0.673452496528625]",640,,3308
Five,five,13.247,94,2,397,418,Numbers 1 - 10 and WH - question signs,618,360,29.97,13.947,https://www.youtube.com/watch?v=GCMo9e9GOWs,five,"[0.15776351094245902, 0.184731006622314, 1.0, 0.677245616912841]",640,,3308
Six,six,14.248,94,2,427,450,Numbers 1 - 10 and WH - question signs,524,360,29.97,15.015,https://www.youtube.com/watch?v=GCMo9e9GOWs,six,"[0.14896893501281702, 0.185007825493812, 1.0, 0.6949603557586671]",640,,3308
Seven,seven,15.349,94,2,460,494,Numbers 1 - 10 and WH - question signs,439,360,29.97,16.483,https://www.youtube.com/watch?v=GCMo9e9GOWs,seven,"[0.14356887340545602, 0.177570581436157, 1.0, 0.6858835816383361]",640,,3308
Eight,eight,16.717,94,2,501,530,Numbers 1 - 10 and WH - question signs,561,360,29.97,17.684,https://www.youtube.com/watch?v=GCMo9e9GOWs,eight,"[0.14094191789627, 0.17589443922042802, 1.0, 0.6914232969284051]",640,,3308
Nine,nine,17.818,94,2,534,548,Numbers 1 - 10 and WH - question signs,494,360,29.97,18.285,https://www.youtube.com/watch?v=GCMo9e9GOWs,nine,"[0.137222200632095, 0.17698892951011602, 1.0, 0.6986088752746581]",640,,3308
Ten,ten,18.752,94,2,562,576,Numbers 1 - 10 and WH - question signs,276,360,29.97,19.219,https://www.youtube.com/watch?v=GCMo9e9GOWs,ten,"[0.137955874204635, 0.17724555730819702, 1.0, 0.6992881894111631]",640,,3308
Who?,who,22.122,94,2,663,714,Numbers 1 - 10 and WH - question signs,69,360,29.97,23.824,https://www.youtube.com/watch?v=GCMo9e9GOWs,who,"[0.130309462547302, 0.18428206443786602, 1.0, 0.724306344985961]",640,,3308
What?,what,23.891000000000002,94,2,716,789,Numbers 1 - 10 and WH - question signs,15,360,29.97,26.326,https://www.youtube.com/watch?v=GCMo9e9GOWs,what,"[0.09948188066482501, 0.06698554754257201, 1.0, 0.7721422314643861]",640,,3308
When?,when,26.393,94,2,791,863,Numbers 1 - 10 and WH - question signs,83,360,29.97,28.795,https://www.youtube.com/watch?v=GCMo9e9GOWs,when,"[0.128556549549102, 0.13010007143020602, 1.0, 0.7404326200485231]",640,,3308
Where?,where,28.862,94,2,865,911,Numbers 1 - 10 and WH - question signs,30,360,29.97,30.397,https://www.youtube.com/watch?v=GCMo9e9GOWs,where,"[0.139794617891311, 0.17836287617683402, 1.0, 0.7359431982040401]",640,,3308
or Why? #2,why,30.931,94,2,927,1001,Numbers 1 - 10 and WH - question signs,143,360,29.97,33.4,https://www.youtube.com/watch?v=GCMo9e9GOWs,why,"[0.150650590658187, 0.16336572170257502, 1.0, 0.739823102951049]",640,,3308
Which?,which,33.867,94,2,1015,1072,Numbers 1 - 10 and WH - question signs,172,360,29.97,35.769,https://www.youtube.com/watch?v=GCMo9e9GOWs,which,"[0.13064107298851002, 0.10715940594673101, 1.0, 0.76572585105896]",640,,3308
(How) Many?,many,36.236,94,2,1086,1131,Numbers 1 - 10 and WH - question signs,261,360,29.97,37.738,https://www.youtube.com/watch?v=GCMo9e9GOWs,many,"[0.13885942101478502, 0.15466889739036502, 1.0, 0.711893439292907]",640,,3308
grandpa,grandfather,0.0,62,-1,0,121,Sign GRANDPA,92,360,30.0,4.033,https://www.youtube.com/watch?v=plhx8kUjvxA,grandfather,"[0.0, 0.099766343832015, 0.9993044137954711, 0.803959727287292]",640,,3309
HELLO,hello,0.0,96,15,0,68,HELLO(1),0,360,29.97,2.269,https://www.youtube.com/watch?v=RRzbB2rg4VM,hello,"[0.0, 0.171634256839752, 1.0, 0.770487844944]",636,,3311
BELIEVE,believe,10.611,32,17,318,406,ASL 1 Set 3 Supplemental Vocabulary,780,360,29.97,13.547,https://www.youtube.com/watch?v=6jjPIk3O0q4,believe,"[0.06413215398788401, 0.31182050704956005, 1.0, 0.7741765975952141]",640,,3312
MALE/MAN,man,15.349,32,17,460,609,ASL 1 Set 3 Supplemental Vocabulary,58,360,29.97,20.32,https://www.youtube.com/watch?v=6jjPIk3O0q4,man,"[0.051648169755935, 0.28687548637390103, 1.0, 0.7611832618713371]",640,,3312
WOMAN/FEMALE,woman,20.988,32,17,629,778,ASL 1 Set 3 Supplemental Vocabulary,93,360,29.97,25.959,https://www.youtube.com/watch?v=6jjPIk3O0q4,woman,"[0.046651184558868006, 0.173717617988586, 1.0, 0.743168592453002]",640,,3312
BOY,boy,27.261,32,17,817,966,ASL 1 Set 3 Supplemental Vocabulary,42,360,29.97,32.232,https://www.youtube.com/watch?v=6jjPIk3O0q4,boy,"[0.061142742633819004, 0.16130360960960302, 1.0, 0.775067925453186]",640,,3312
GIRL,girl,32.466,32,17,973,1094,ASL 1 Set 3 Supplemental Vocabulary,39,360,29.97,36.503,https://www.youtube.com/watch?v=6jjPIk3O0q4,girl,"[0.060159564018249005, 0.33300381898880005, 1.0, 0.751031637191772]",640,,3312
SOCKS,socks,37.004,32,17,1109,1227,ASL 1 Set 3 Supplemental Vocabulary,546,360,29.97,40.941,https://www.youtube.com/watch?v=6jjPIk3O0q4,socks,"[0.06103116273880001, 0.295399814844131, 1.0, 0.7842417955398561]",640,,3312
BOOTS,boots,46.947,32,17,1407,1556,ASL 1 Set 3 Supplemental Vocabulary,673,360,29.97,51.919,https://www.youtube.com/watch?v=6jjPIk3O0q4,boots,"[0.031106889247894003, 0.322208076715469, 1.0, 0.904726386070251]",640,,3312
APPLE,apple,58.058,32,17,1740,1888,ASL 1 Set 3 Supplemental Vocabulary,100,360,29.97,62.996,https://www.youtube.com/watch?v=6jjPIk3O0q4,apple,"[0.05684384703636101, 0.30693805217742903, 1.0, 0.757231891155242]",640,,3312
CANDY,candy,63.931,32,17,1916,2035,ASL 1 Set 3 Supplemental Vocabulary,166,360,29.97,67.901,https://www.youtube.com/watch?v=6jjPIk3O0q4,candy,"[0.045338660478591, 0.28392928838729803, 1.0, 0.7514677047729491]",640,,3312
DESCRIBE/EXPLAIN,explain,74.308,32,17,2227,2376,ASL 1 Set 3 Supplemental Vocabulary,347,360,29.97,79.279,https://www.youtube.com/watch?v=6jjPIk3O0q4,explain,"[0.044466614723205004, 0.328292369842529, 1.0, 0.892738282680511]",640,,3312
IMPORTANT/CRUCIAL,important,79.579,32,17,2385,2564,ASL 1 Set 3 Supplemental Vocabulary,624,360,29.97,85.552,https://www.youtube.com/watch?v=6jjPIk3O0q4,important,"[0.068475484848022, 0.256595313549041, 1.0, 0.7711717486381531]",640,,3312
LISTEN,listen,85.852,32,17,2573,2722,ASL 1 Set 3 Supplemental Vocabulary,828,360,29.97,90.824,https://www.youtube.com/watch?v=6jjPIk3O0q4,listen,"[0.040266990661621004, 0.32247161865234303, 1.0, 0.7929079532623291]",640,,3312
FOLLOW,follow,96.263,32,17,2885,3034,ASL 1 Set 3 Supplemental Vocabulary,959,360,29.97,101.234,https://www.youtube.com/watch?v=6jjPIk3O0q4,follow,"[0.060556381940841, 0.331167042255401, 1.0, 0.993559956550598]",640,,3312
TREE,tree,113.48,32,17,3401,3550,ASL 1 Set 3 Supplemental Vocabulary,244,360,29.97,118.452,https://www.youtube.com/watch?v=6jjPIk3O0q4,tree,"[0.05968889594078, 0.16031065583229, 1.0, 0.780478537082672]",640,,3312
BECOME,become,118.518,32,17,3552,3700,ASL 1 Set 3 Supplemental Vocabulary,690,360,29.97,123.457,https://www.youtube.com/watch?v=6jjPIk3O0q4,become,"[0.033559352159500004, 0.34662866592407204, 1.0, 0.923474848270416]",640,,3312
REAL/TRUE,true,124.458,32,17,3730,3879,ASL 1 Set 3 Supplemental Vocabulary,936,360,29.97,129.429,https://www.youtube.com/watch?v=6jjPIk3O0q4,true,"[0.05939829349517801, 0.25892823934555004, 1.0, 0.761257767677307]",640,,3312
MATCH,match,149.983,32,17,4495,4614,ASL 1 Set 3 Supplemental Vocabulary,830,360,29.97,153.954,https://www.youtube.com/watch?v=6jjPIk3O0q4,match,"[0.046424418687820004, 0.333516538143157, 1.0, 0.8414202928543091]",640,,3312
BACKPACK (1),backpack,154.921,32,17,4643,4792,ASL 1 Set 3 Supplemental Vocabulary,370,360,29.97,159.893,https://www.youtube.com/watch?v=6jjPIk3O0q4,backpack,"[0.028288006782531003, 0.35107347369194003, 1.0, 0.902953147888183]",640,,3312
USE,use,171.104,32,17,5128,5247,ASL 1 Set 3 Supplemental Vocabulary,782,360,29.97,175.075,https://www.youtube.com/watch?v=6jjPIk3O0q4,use,"[0.051611334085464006, 0.30332404375076205, 1.0, 0.7878362536430351]",640,,3312
LATE,late,176.009,32,17,5275,5394,ASL 1 Set 3 Supplemental Vocabulary,155,360,29.97,179.98,https://www.youtube.com/watch?v=6jjPIk3O0q4,late,"[0.04800009727478, 0.270054370164871, 1.0, 0.7833873629570001]",640,,3312
NOT-YET,not yet,180.48,32,17,5409,5557,ASL 1 Set 3 Supplemental Vocabulary,658,360,29.97,185.419,https://www.youtube.com/watch?v=6jjPIk3O0q4,not yet,"[0.045670747756958, 0.28515809774398804, 1.0, 0.890363097190856]",640,,3312
TAKE CARE,take care,186.42,32,17,5587,5706,ASL 1 Set 3 Supplemental Vocabulary,861,360,29.97,190.39,https://www.youtube.com/watch?v=6jjPIk3O0q4,take care,"[0.057431519031524006, 0.25835800170898404, 1.0, 0.8174276351928711]",640,,3312
COLLEGE,college,201.668,32,17,6044,6193,ASL 1 Set 3 Supplemental Vocabulary,117,360,29.97,206.64,https://www.youtube.com/watch?v=6jjPIk3O0q4,college,"[0.06181699037551801, 0.32793414592742903, 1.0, 0.932949423789978]",640,,3312
UNIVERSITY,university,206.94,32,17,6202,6351,ASL 1 Set 3 Supplemental Vocabulary,378,360,29.97,211.912,https://www.youtube.com/watch?v=6jjPIk3O0q4,university,"[0.057879000902175, 0.253219723701477, 1.0, 0.7867193818092341]",640,,3312
FULL,full,212.579,32,17,6371,6490,ASL 1 Set 3 Supplemental Vocabulary,384,360,29.97,216.55,https://www.youtube.com/watch?v=6jjPIk3O0q4,full,"[0.051181554794311, 0.29361447691917403, 1.0, 0.831344783306121]",640,,3312
TODAY,today,232.499,32,17,6968,7117,ASL 1 Set 3 Supplemental Vocabulary,131,360,29.97,237.471,https://www.youtube.com/watch?v=6jjPIk3O0q4,today,"[0.040409654378890006, 0.296301901340484, 1.0, 0.771308481693267]",640,,3312
TOMORROW,tomorrow,238.839,32,17,7158,7307,ASL 1 Set 3 Supplemental Vocabulary,130,360,29.97,243.81,https://www.youtube.com/watch?v=6jjPIk3O0q4,tomorrow,"[0.05078038573265, 0.30987006425857505, 1.0, 0.7994199991226191]",640,,3312
YESTERDAY (2),yesterday,251.118,32,17,7526,7675,ASL 1 Set 3 Supplemental Vocabulary,151,360,29.97,256.089,https://www.youtube.com/watch?v=6jjPIk3O0q4,yesterday,"[0.06327208876609801, 0.21232897043228102, 1.0, 0.7749037146568291]",640,,3312
LONG AGO,long ago,261.061,32,17,7824,7973,ASL 1 Set 3 Supplemental Vocabulary,992,360,29.97,266.032,https://www.youtube.com/watch?v=6jjPIk3O0q4,long ago,"[0.061165630817413004, 0.277853608131408, 1.0, 0.789478242397308]",640,,3312
FUTURE,future,266.6,32,17,7990,8139,ASL 1 Set 3 Supplemental Vocabulary,145,360,29.97,271.571,https://www.youtube.com/watch?v=6jjPIk3O0q4,future,"[0.072631120681762, 0.254758834838867, 1.0, 0.802542090415954]",640,,3312
TOTAL / ALTOGETHER,total,282.949,32,17,8480,8629,ASL 1 Set 3 Supplemental Vocabulary,431,360,29.97,287.921,https://www.youtube.com/watch?v=6jjPIk3O0q4,total,"[0.037515699863433005, 0.297921776771545, 1.0, 0.9432879090309141]",640,,3312
DEAD/DEATH/DIE,die,288.889,32,17,8658,8807,ASL 1 Set 3 Supplemental Vocabulary,218,360,29.97,293.86,https://www.youtube.com/watch?v=6jjPIk3O0q4,die,"[0.057065695524215004, 0.24603995680809002, 1.0, 0.815783858299255]",640,,3312
LIVE,live,299.499,32,17,8976,9125,ASL 1 Set 3 Supplemental Vocabulary,98,360,29.97,304.471,https://www.youtube.com/watch?v=6jjPIk3O0q4,live,"[0.045322000980377, 0.30627566576004, 1.0, 0.8045938014984131]",640,,3312
STAY,stay,304.871,32,17,9137,9286,ASL 1 Set 3 Supplemental Vocabulary,302,360,29.97,309.843,https://www.youtube.com/watch?v=6jjPIk3O0q4,stay,"[0.05426651239395101, 0.34228390455245905, 1.0, 0.8824855089187621]",640,,3312
MONEY,money,317.918,32,17,9528,9647,ASL 1 Set 3 Supplemental Vocabulary,209,360,29.97,321.888,https://www.youtube.com/watch?v=6jjPIk3O0q4,money,"[0.032178997993469, 0.278188288211822, 1.0, 0.9596319198608391]",640,,3312
BUY,buy,322.389,32,17,9662,9811,ASL 1 Set 3 Supplemental Vocabulary,136,360,29.97,327.36,https://www.youtube.com/watch?v=6jjPIk3O0q4,buy,"[0.048972100019454005, 0.19028905034065202, 1.0, 0.827855110168457]",640,,3312
NEPHEW,nephew,396.897,32,17,11895,12043,ASL 1 Set 3 Supplemental Vocabulary,179,360,29.97,401.835,https://www.youtube.com/watch?v=6jjPIk3O0q4,nephew,"[0.05136352777481001, 0.28681573271751404, 1.0, 0.771111249923706]",640,,3312
NEICE,niece,402.502,32,17,12063,12212,ASL 1 Set 3 Supplemental Vocabulary,215,360,29.97,407.474,https://www.youtube.com/watch?v=6jjPIk3O0q4,niece,"[0.06089049577713, 0.33187448978424, 1.0, 0.7599186897277831]",640,,3312
COUSIN,cousin,407.54,32,17,12214,12332,ASL 1 Set 3 Supplemental Vocabulary,33,360,29.97,411.478,https://www.youtube.com/watch?v=6jjPIk3O0q4,cousin,"[0.031306147575378, 0.277003556489944, 1.0, 0.768692433834075]",640,,3312
THIN,thin,412.012,32,17,12348,12476,ASL 1 Set 3 Supplemental Vocabulary,323,360,29.97,416.283,https://www.youtube.com/watch?v=6jjPIk3O0q4,thin,"[0.039104610681533, 0.297571420669555, 1.0, 0.7589063644409181]",640,,3312
FAT / OBESE (l),fat,417.517,32,17,12513,12632,ASL 1 Set 3 Supplemental Vocabulary,497,360,29.97,421.488,https://www.youtube.com/watch?v=6jjPIk3O0q4,fat,"[0.040016770362854004, 0.307429254055023, 1.0, 0.830914974212646]",640,,3312
FAT / OBESE (2),fat,422.122,32,17,12651,12800,ASL 1 Set 3 Supplemental Vocabulary,497,360,29.97,427.093,https://www.youtube.com/watch?v=6jjPIk3O0q4,fat,"[0.04795423150062501, 0.289351016283035, 1.0, 0.810729622840881]",640,,3312
FAT /OBESE (3),fat,427.394,32,17,12809,13007,ASL 1 Set 3 Supplemental Vocabulary,497,360,29.97,434.0,https://www.youtube.com/watch?v=6jjPIk3O0q4,fat,"[0.04630836844444201, 0.23751831054687503, 1.0, 0.8363324403762811]",640,,3312
book,book,0.0,2,42,0,126,Book,38,360,29.647,4.25,https://www.youtube.com/watch?v=TSecJl0vg8Q,book,"[0.0005325078964230001, 0.23217934370040802, 1.0, 0.8872299194335931]",640,,3314
GOVERNMENT,government,0.0,0,-1,0,99,GOVERNMENT(2),304,360,25.0,3.96,https://www.youtube.com/watch?v=7rNc7XE-erQ,government,"[0.064146250486373, 0.11752322316169701, 0.94807744026184, 0.8996107578277581]",480,,3316
yes,yes,0.0,62,-1,0,62,Sign for YES from page 15,20,360,30.0,2.067,https://www.youtube.com/watch?v=yq5jgmkYOBo,yes,"[0.064003318548202, 0.206999897956848, 1.0, 0.759481787681579]",640,,3317
22,22,1.001,62,-1,30,90,22(1),620,360,29.97,3.003,https://www.youtube.com/watch?v=VSRUlHlSTQ4,22,"[0.0, 0.011683195829391, 1.0, 1.0]",640,1.0,3318
22,22,3.003,62,-1,90,155,22(1),620,360,29.97,5.172,https://www.youtube.com/watch?v=VSRUlHlSTQ4,22,"[0.0, 0.011683195829391, 1.0, 1.0]",640,1.0,3318
sunday,sunday,0.0,62,-1,0,79,SUNDAY(2),129,360,29.97,2.636,https://www.youtube.com/watch?v=ppl7-QS-HYM,sunday,"[0.0, 0.025347858667373, 1.0, 0.888640761375427]",640,,3319
chicken,chicken,0.0,2,49,0,92,Chicken,14,360,29.577,3.111,https://www.youtube.com/watch?v=VktVoccubws,bird,"[0.0, 0.217447876930236, 1.0, 0.859193325042724]",640,,3320
you,you,0.0,2,2,0,100,You,68,360,19.867,5.033,https://www.youtube.com/watch?v=N_diLpBj6T4,you,"[0.000564306974411, 0.22001397609710602, 1.0, 0.77862411737442]",640,,3321
Don't Understand  ,not understand,0.0,14,-1,0,179,ASL Dont Understand  ,417,360,25.0,7.16,https://www.youtube.com/watch?v=Xs-mxDqdS8w,not understand,"[0.07459372282028101, 0.42458862066268904, 0.9983587265014641, 0.7631312012672421]",640,,3322
grey,grey,0.0,38,52,0,104,grey in American Sign Language,903,360,29.97,3.47,www.youtube.com/watch?v=DCfZax-zBWk,grey,"[0.001433908939361, 0.24727593362331302, 1.0, 0.7414411902427671]",640,,3323
cereal,cereal,0.0,2,33,0,148,Cereal,308,360,29.601,5.0,https://www.youtube.com/watch?v=DvYIRf4h0H0,cereal,"[0.0, 0.108892202377319, 1.0, 0.8407568335533141]",640,,3325
shoes,shoes,0.0,62,-1,0,75,SHOES(3),102,360,30.0,2.5,https://www.youtube.com/watch?v=YwrAGAhbEoc,shoes,"[0.11010551452636701, 0.306590497493743, 1.0, 0.733547925949096]",640,,3327
"I AM,
ME",me,12.779,24,1,383,505,Personal Pronouns,112,720,29.97,16.85,https://www.youtube.com/watch?v=167KkvdyE5c,me,"[0.007526427507400001, 0.08199733495712201, 1.0, 0.629943370819091]",1280,,3328
"WE ARE,
US",we,28.161,24,1,844,1037,Personal Pronouns,205,720,29.97,34.601,https://www.youtube.com/watch?v=167KkvdyE5c,we,"[0.002119123935699, 0.0027171373367300003, 1.0, 0.6397547721862791]",1280,,3328
PHOTOGRAPHER,photographer,0.0,0,-1,0,85,PHOTOGRAPHER,789,360,25.0,3.4,https://www.youtube.com/watch?v=4okc4a2cmoE,photographer,"[0.034244000911712, 0.177571058273315, 0.9953455924987791, 0.929517269134521]",480,,3329
Who,who,0.867,388,25,13,39,Medical Vocabulary in ASL for EMS employees,69,720,15.0,2.6,https://www.youtube.com/watch?v=_ZlZH4b0C44,who,"[0.035139679908752004, 0.29806911945343, 0.9955399632453911, 0.6905552148818971]",1280,,3330
Feel,feel,3.6,388,25,54,80,Medical Vocabulary in ASL for EMS employees,322,720,15.0,5.333,https://www.youtube.com/watch?v=_ZlZH4b0C44,feel,"[0.032385438680648006, 0.23327997326850802, 0.9982999563217161, 0.687202155590057]",1280,,3330
Pain,hurt,6.0,388,25,90,109,Medical Vocabulary in ASL for EMS employees,76,720,15.0,7.267,https://www.youtube.com/watch?v=_ZlZH4b0C44,hurt,"[0.026647329330444003, 0.22842754423618303, 1.0, 0.7131630778312681]",1280,,3330
Hurt,hurt,7.467,388,25,112,123,Medical Vocabulary in ASL for EMS employees,76,720,15.0,8.2,https://www.youtube.com/watch?v=_ZlZH4b0C44,hurt,"[0.041023194789886, 0.245441555976867, 0.995221972465515, 0.6726365089416501]",1280,1.0,3330
Help,help,21.0,388,25,315,335,Medical Vocabulary in ASL for EMS employees,50,720,15.0,22.333,https://www.youtube.com/watch?v=_ZlZH4b0C44,help,"[0.02554839849472, 0.20108546316623602, 1.0, 0.6808178424835201]",1280,,3330
What,what,26.0,388,25,390,415,Medical Vocabulary in ASL for EMS employees,15,720,15.0,27.667,https://www.youtube.com/watch?v=_ZlZH4b0C44,what,"[0.023167133331298002, 0.143874794244766, 1.0, 0.805641055107116]",1280,,3330
Good,good,28.533,388,25,428,457,Medical Vocabulary in ASL for EMS employees,24,720,15.0,30.467,https://www.youtube.com/watch?v=_ZlZH4b0C44,good,"[0.036032527685165, 0.280760109424591, 0.99796837568283, 0.716371715068817]",1280,,3330
Sick,sick,31.267,388,25,469,495,Medical Vocabulary in ASL for EMS employees,63,720,15.0,33.0,https://www.youtube.com/watch?v=_ZlZH4b0C44,sick,"[0.047916322946548004, 0.25227975845336903, 1.0, 0.683474481105804]",1280,,3330
Headache,headache,33.4,388,25,501,526,Medical Vocabulary in ASL for EMS employees,519,720,15.0,35.067,https://www.youtube.com/watch?v=_ZlZH4b0C44,headache,"[0.045968264341354, 0.254672080278396, 1.0, 0.749438285827636]",1280,,3330
Where,where,54.6,388,25,819,855,Medical Vocabulary in ASL for EMS employees,30,720,15.0,57.0,https://www.youtube.com/watch?v=_ZlZH4b0C44,where,"[0.036938995122909005, 0.07728719711303701, 0.9986271858215331, 0.825474917888641]",1280,,3330
